0,1
1,0
2,1
3,1
4,1
5,1
6,0
7,0
8,1
9,1
10,0
11,1
12,1
13,1
14,0
15,1
16,0
17,1
18,1
19,1
20,0
21,1
22,0
23,0
24,0
25,1
26,1
27,0
28,1
29,0
30,1
31,0
32,1
33,1
34,1
35,1
36,1
37,0
38,0
39,0
40,1
41,1
42,0
43,1
44,1
45,1
46,1
47,0
48,0
49,1
50,0
51,1
52,1
53,1
54,0
55,0
56,0
57,0
58,1
59,0
60,1
61,1
62,0
63,0
64,0
65,1
66,0
67,1
68,0
69,0
70,1
71,1
72,1
73,0
74,1
75,0
76,1
77,0
78,1
79,1
80,0
81,1
82,0
83,1
84,1
85,0
86,0
87,0
88,0
89,1
90,0
91,0
92,0
93,0
94,0
95,0
96,1
97,1
98,0
99,1
100,0
101,0
102,1
103,0
104,1
105,0
106,0
107,1
108,1
109,0
110,0
111,0
112,1
113,1
114,1
115,1
116,1
117,0
118,0
119,0
120,0
121,1
122,1
123,1
124,1
125,0
126,0
127,1
128,0
129,0
130,0
131,0
132,1
133,1
134,0
135,0
136,1
137,1
138,0
139,1
140,1
141,0
142,1
143,0
144,1
145,1
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,1
155,0
156,1
157,1
158,0
159,0
160,1
161,0
162,1
163,0
164,1
165,1
166,1
167,1
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,1
176,1
177,1
178,0
179,0
180,1
181,0
182,1
183,1
184,1
185,1
186,0
187,0
188,1
189,1
190,0
191,0
192,0
193,1
194,1
195,1
196,0
197,0
198,1
199,1
200,1
201,1
202,1
203,0
204,1
205,1
206,1
207,0
208,0
209,1
210,1
211,0
212,1
213,0
214,0
215,0
216,1
217,0
218,1
219,0
220,1
221,0
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,0
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,0
239,1
240,0
241,0
242,1
243,1
244,0
245,0
246,0
247,1
248,0
249,1
250,1
251,0
252,0
253,1
254,0
255,1
256,0
257,0
258,1
259,1
260,1
261,1
262,0
263,1
264,1
265,0
266,0
267,0
268,0
269,0
270,1
271,0
272,0
273,1
274,0
275,0
276,0
277,1
278,1
279,0
280,1
281,1
282,1
283,1
284,0
285,0
286,1
287,0
288,0
289,1
290,1
291,1
292,1
293,0
294,0
295,0
296,1
297,0
298,0
299,1
300,0
301,1
302,1
303,0
304,0
305,1
306,1
307,1
308,1
309,0
310,1
311,1
312,1
313,1
314,0
315,0
316,0
317,1
318,0
319,1
320,0
321,1
322,0
323,1
324,0
325,0
326,0
327,1
328,0
329,0
330,0
331,1
332,1
333,0
334,0
335,0
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,0
348,1
349,1
350,0
351,0
352,1
353,1
354,1
355,1
356,0
357,1
358,0
359,1
360,0
361,1
362,1
363,0
364,0
365,0
366,0
367,1
368,0
369,1
370,1
371,0
372,1
373,0
374,1
375,1
376,0
377,1
378,1
379,0
380,1
381,1
382,1
383,0
384,1
385,1
386,1
387,1
388,0
389,1
390,1
391,1
392,0
393,0
394,0
395,0
396,1
397,1
398,1
399,1
400,0
401,0
402,1
403,1
404,1
405,1
406,1
407,0
408,1
409,0
410,0
411,1
412,1
413,1
414,0
415,0
416,1
417,0
418,1
419,1
420,0
421,1
422,0
423,0
424,1
425,0
426,1
427,0
428,0
429,1
430,0
431,0
432,0
433,1
434,1
435,1
436,0
437,1
438,1
439,0
440,1
441,0
442,1
443,0
444,1
445,1
446,1
447,1
448,1
449,1
450,0
451,1
452,0
453,0
454,0
455,0
456,1
457,0
458,1
459,1
460,0
461,1
462,1
463,0
464,0
465,1
466,0
467,1
468,1
469,1
470,1
471,1
472,0
473,1
474,0
475,1
476,1
477,0
478,1
479,1
480,0
481,1
482,1
483,1
484,1
485,1
486,0
487,0
488,1
489,1
490,1
491,1
492,0
493,0
494,0
495,1
496,1
497,1
498,0
499,1
500,1
501,0
502,1
503,1
504,0
505,1
506,0
507,0
508,0
509,1
510,0
511,1
512,1
513,0
514,1
515,1
516,0
517,1
518,0
519,1
520,0
521,0
522,1
523,1
524,0
525,1
526,1
527,0
528,0
529,0
530,0
531,1
532,1
533,1
534,1
535,0
536,1
537,1
538,1
539,0
540,1
541,1
542,1
543,0
544,0
545,1
546,1
547,1
548,0
549,1
550,1
551,1
552,1
553,0
554,1
555,1
556,0
557,1
558,1
559,1
560,0
561,0
562,0
563,1
564,0
565,1
566,0
567,1
568,1
569,1
570,1
571,0
572,1
573,0
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,0
585,1
586,1
587,1
588,1
589,0
590,0
591,1
592,0
593,1
594,0
595,0
596,1
597,1
598,0
599,0
600,1
601,0
602,1
603,1
604,1
605,0
606,1
607,0
608,0
609,1
610,1
611,1
612,1
613,0
614,0
615,1
616,1
617,1
618,1
619,0
620,1
621,1
622,1
623,1
624,1
625,0
626,1
627,1
628,0
629,1
630,0
631,1
632,0
633,1
634,1
635,0
636,1
637,0
638,0
639,1
640,0
641,0
642,1
643,0
644,1
645,1
646,1
647,1
648,1
649,0
650,1
651,1
652,0
653,1
654,0
655,0
656,1
657,1
658,0
659,0
660,1
661,0
662,1
663,1
664,0
665,0
666,1
667,1
668,0
669,1
670,0
671,0
672,0
673,1
674,1
675,1
676,1
677,0
678,1
679,0
680,0
681,1
682,0
683,1
684,1
685,1
686,0
687,1
688,1
689,1
690,0
691,1
692,0
693,1
694,1
695,1
696,1
697,0
698,0
699,1
700,0
701,1
702,0
703,1
704,1
705,1
706,1
707,1
708,1
709,0
710,0
711,1
712,1
713,1
714,0
715,0
716,1
717,0
718,1
719,0
720,0
721,0
722,1
723,1
724,0
725,1
726,0
727,1
728,1
729,1
730,0
731,0
732,1
733,1
734,0
735,1
736,0
737,0
738,1
739,1
740,0
741,1
742,1
743,0
744,0
745,0
746,1
747,0
748,1
749,0
750,1
751,0
752,0
753,0
754,0
755,1
756,0
757,1
758,1
759,0
760,1
761,1
762,0
763,1
764,1
765,1
766,0
767,1
768,0
769,0
770,0
771,1
772,0
773,1
774,1
775,1
776,0
777,1
778,0
779,1
780,0
781,1
782,0
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,0
792,0
793,1
794,0
795,1
796,0
797,1
798,1
799,0
800,1
801,1
802,1
803,1
804,1
805,0
806,1
807,0
808,0
809,1
810,1
811,1
812,1
813,0
814,1
815,0
816,1
817,1
818,0
819,1
820,1
821,0
822,0
823,1
824,1
825,0
826,0
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,1
838,0
839,0
840,0
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,1
850,0
851,0
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,0
862,1
863,0
864,1
865,1
866,0
867,1
868,1
869,1
870,1
871,1
872,0
873,0
874,1
875,0
876,0
877,0
878,1
879,1
880,1
881,1
882,1
883,1
884,0
885,1
886,0
887,1
888,0
889,1
890,1
891,1
892,0
893,1
894,0
895,1
896,1
897,1
898,0
899,0
900,0
901,1
902,0
903,1
904,1
905,0
906,0
907,0
908,0
909,0
910,1
911,1
912,0
913,1
914,1
915,1
916,0
917,1
918,0
919,0
920,1
921,1
922,0
923,1
924,1
925,1
926,1
927,1
928,1
929,0
930,1
931,1
932,1
933,1
934,1
935,0
936,0
937,0
938,1
939,0
940,1
941,1
942,0
943,1
944,0
945,0
946,0
947,1
948,1
949,1
950,0
951,1
952,1
953,1
954,0
955,0
956,1
957,0
958,0
959,1
960,0
961,1
962,1
963,1
964,0
965,0
966,1
967,0
968,1
969,1
970,1
971,1
972,0
973,0
974,1
975,1
976,0
977,0
978,1
979,0
980,1
981,1
982,1
983,0
984,1
985,0
986,0
987,0
988,1
989,1
990,0
991,1
992,1
993,1
994,1
995,1
996,0
997,1
998,1
999,1
1000,1
1001,1
1002,0
1003,1
1004,0
1005,1
1006,0
1007,0
1008,0
1009,0
1010,1
1011,1
1012,1
1013,0
1014,0
1015,1
1016,0
1017,0
1018,1
1019,1
1020,0
1021,0
1022,1
1023,0
1024,1
1025,0
1026,1
1027,1
1028,0
1029,1
1030,0
1031,1
1032,0
1033,1
1034,1
1035,1
1036,0
1037,1
1038,0
1039,1
1040,1
1041,0
1042,1
1043,1
1044,1
1045,1
1046,1
1047,1
1048,0
1049,1
1050,1
1051,1
1052,1
1053,1
1054,0
1055,1
1056,1
1057,0
1058,0
1059,1
1060,1
1061,1
1062,1
1063,1
1064,0
1065,0
1066,1
1067,0
1068,0
1069,1
1070,0
1071,0
1072,0
1073,0
1074,1
1075,0
1076,1
1077,1
1078,1
1079,1
1080,1
1081,0
1082,1
1083,1
1084,0
1085,1
1086,1
1087,1
1088,0
1089,0
1090,0
1091,1
1092,0
1093,1
1094,1
1095,1
1096,1
1097,0
1098,0
1099,0
1100,0
1101,1
1102,1
1103,1
1104,1
1105,1
1106,1
1107,0
1108,1
1109,1
1110,1
1111,1
1112,1
1113,0
1114,1
1115,1
1116,0
1117,0
1118,0
1119,1
1120,0
1121,0
1122,1
1123,1
1124,0
1125,1
1126,0
1127,0
1128,1
1129,1
1130,1
1131,1
1132,1
1133,0
1134,0
1135,0
1136,1
1137,1
1138,0
1139,1
1140,0
1141,1
1142,0
1143,1
1144,0
1145,0
1146,1
1147,0
1148,1
1149,1
1150,1
1151,0
1152,0
1153,1
1154,0
1155,1
1156,1
1157,1
1158,1
1159,1
1160,0
1161,0
1162,1
1163,0
1164,1
1165,1
1166,1
1167,1
1168,0
1169,0
1170,0
1171,1
1172,0
1173,0
1174,1
1175,0
1176,0
1177,1
1178,1
1179,0
1180,1
1181,1
1182,1
1183,0
1184,0
1185,1
1186,0
1187,0
1188,0
1189,1
1190,0
1191,1
1192,1
1193,1
1194,0
1195,1
1196,1
1197,1
1198,1
1199,0
1200,1
1201,1
1202,0
1203,1
1204,1
1205,1
1206,0
1207,1
1208,1
1209,1
1210,0
1211,1
1212,0
1213,0
1214,1
1215,1
1216,0
1217,0
1218,1
1219,0
1220,1
1221,0
1222,0
1223,1
1224,1
1225,0
1226,1
1227,1
1228,1
1229,1
1230,0
1231,1
